device,useragent
mobile,"Mozilla/5.0 (Android; Android 4.3.1; SAMSUNG SM-G320R5 Build/JLS36C) AppleWebKit/535.10 (KHTML, like Gecko)  Chrome/47.0.2355.277 Mobile Safari/601.2"
edge,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/55.0.1912.239 Safari/536.4 Edge/13.59187"
linux,Mozilla/5.0 (Linux i672 x86_64) Gecko/20100101 Firefox/60.9
android,"Mozilla/5.0 (Android; Android 4.4.1; IQ4500 Quad Build/KOT49H) AppleWebKit/534.47 (KHTML, like Gecko)  Chrome/51.0.3236.140 Mobile Safari/537.9"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_2_1 like Mac OS X) AppleWebKit/603.23 (KHTML, like Gecko)  Chrome/51.0.3258.103 Mobile Safari/602.5"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.2; x64; en-US Trident/5.0)
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/48.0.1816.245 Safari/603"
linux,"Mozilla/5.0 (Linux i586 ; en-US) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/48.0.2820.277 Safari/600"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64; en-US) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/55.0.2872.313 Safari/534.1 Edge/16.82796"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; en-US) Gecko/20100101 Firefox/65.9
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_0_8) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/47.0.1317.363 Safari/600"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64; en-US) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/53.0.2107.125 Safari/535.5 Edge/11.68572"
edge,"Mozilla/5.0 (Windows NT 10.1;; en-US) AppleWebKit/601.39 (KHTML, like Gecko) Chrome/55.0.2773.337 Safari/534.2 Edge/14.68853"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.2; x64) Gecko/20100101 Firefox/56.8
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_4_7; like Mac OS X) AppleWebKit/601.36 (KHTML, like Gecko)  Chrome/53.0.1404.100 Mobile Safari/536.8"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0; Win64; x64; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows NT 10.4; x64) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/51.0.3026.178 Safari/533.3 Edge/10.34009"
firefox,Mozilla/5.0 (Linux; Linux i661 x86_64) Gecko/20100101 Firefox/50.4
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/51.0.1904.238 Safari/601"
edge,"Mozilla/5.0 (Windows NT 10.2; x64) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/50.0.1546.243 Safari/601.8 Edge/11.28675"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/536.45 (KHTML, like Gecko) Chrome/53.0.1073.313 Safari/535.1 Edge/13.89816"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 10.0; WOW64; en-US Trident/4.0)
android,"Mozilla/5.0 (Linux; Android 7.1; LG-H900 Build/NRD90C) AppleWebKit/536.18 (KHTML, like Gecko)  Chrome/48.0.1407.332 Mobile Safari/533.4"
mobile,"Mozilla/5.0 (Android; Android 6.0.1; Nexus 6X Build/MMB29V) AppleWebKit/536.47 (KHTML, like Gecko)  Chrome/47.0.2851.181 Mobile Safari/533.3"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_8_9) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/52.0.2450.222 Safari/537"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_1; en-US) Gecko/20100101 Firefox/64.0
android,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-P350 Build/LRX22G) AppleWebKit/602.49 (KHTML, like Gecko)  Chrome/49.0.1099.264 Mobile Safari/601.4"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 10.4; x64 Trident/4.0)
firefox,Mozilla/5.0 (Windows NT 6.0; x64) Gecko/20130401 Firefox/57.3
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_6; like Mac OS X) AppleWebKit/536.28 (KHTML, like Gecko)  Chrome/52.0.1459.151 Mobile Safari/536.0"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.2; WOW64 Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; en-US) AppleWebKit/533.34 (KHTML, like Gecko) Chrome/52.0.1480.174 Safari/536"
android,"Mozilla/5.0 (Android; Android 6.0; Nexus 6 Build/MMB29K) AppleWebKit/601.49 (KHTML, like Gecko)  Chrome/47.0.2144.185 Mobile Safari/602.3"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Win64; x64; en-US Trident/5.0)
edge,"Mozilla/5.0 (Windows NT 10.4; WOW64) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/48.0.1373.393 Safari/602.1 Edge/9.28863"
firefox,Mozilla/5.0 (Windows NT 6.2; x64) Gecko/20100101 Firefox/53.5
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.0;; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Android; Android 4.3.1; SM-G3360S Build/JLS36C) AppleWebKit/603.45 (KHTML, like Gecko)  Chrome/47.0.3129.368 Mobile Safari/534.8"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_3; like Mac OS X) AppleWebKit/602.46 (KHTML, like Gecko)  Chrome/48.0.1706.296 Mobile Safari/537.2"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) Gecko/20100101 Firefox/60.4
mobile,"Mozilla/5.0 (Android; Android 4.4.4; Google Nexus 6 Build/KOT49H) AppleWebKit/533.14 (KHTML, like Gecko)  Chrome/53.0.1988.216 Mobile Safari/602.3"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64; en-US) Gecko/20100101 Firefox/64.9
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_5; like Mac OS X) AppleWebKit/601.16 (KHTML, like Gecko)  Chrome/49.0.1362.366 Mobile Safari/535.4"
firefox,Mozilla/5.0 (Linux i674 x86_64; en-US) Gecko/20100101 Firefox/69.2
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/56.1
windows,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/51.0.3130.310 Safari/536.0 Edge/12.29048"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.3; x64 Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 5.0.2; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/536.49 (KHTML, like Gecko)  Chrome/50.0.3304.140 Mobile Safari/600.5"
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/49.0.3387.215 Safari/603"
android,"Mozilla/5.0 (Android; Android 4.3.1; SAMSUNG SGH-N085T Build/JSS15J) AppleWebKit/537.6 (KHTML, like Gecko)  Chrome/51.0.3536.320 Mobile Safari/601.1"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; x64; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_9; like Mac OS X) AppleWebKit/600.11 (KHTML, like Gecko)  Chrome/53.0.3316.380 Mobile Safari/535.2"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1;; en-US) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/55.0.2064.339 Safari/535"
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/52.0.1930.263 Safari/600"
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; LG-H930 Build/NRD90M) AppleWebKit/536.26 (KHTML, like Gecko)  Chrome/51.0.2921.341 Mobile Safari/602.5"
mobile,"Mozilla/5.0 (Linux; Android 4.4; LG Optimus G Build/KRT16M) AppleWebKit/602.41 (KHTML, like Gecko)  Chrome/53.0.3354.241 Mobile Safari/601.8"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_5; en-US) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/51.0.3302.394 Safari/601"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; en-US) Gecko/20130401 Firefox/57.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/48.0.2490.239 Safari/601.9 Edge/18.90886"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_8_7) AppleWebKit/602.19 (KHTML, like Gecko) Chrome/50.0.1584.368 Safari/533"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/66.1
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; WOW64 Trident/6.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.2285.270 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/536.18 (KHTML, like Gecko) Chrome/50.0.1437.399 Safari/536.9 Edge/13.74708"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_7; en-US) Gecko/20100101 Firefox/50.5
mobile,"Mozilla/5.0 (Linux; Android 4.3.1; Samsung Galaxy S4 Mega GT-I9100 Build/JDQ39) AppleWebKit/537.46 (KHTML, like Gecko)  Chrome/47.0.2683.282 Mobile Safari/536.7"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_4; en-US) Gecko/20100101 Firefox/55.9
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_8; like Mac OS X) AppleWebKit/533.50 (KHTML, like Gecko)  Chrome/48.0.2198.245 Mobile Safari/601.7"
windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; en-US) AppleWebKit/535.34 (KHTML, like Gecko) Chrome/52.0.1960.298 Safari/534.5 Edge/11.44918"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_2_6; en-US) Gecko/20100101 Firefox/64.0
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_1; en-US) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/54.0.2371.368 Safari/534"
android,"Mozilla/5.0 (Linux; Android 4.4; SAMSUNG GT-I9305I Build/KOT49H) AppleWebKit/602.4 (KHTML, like Gecko)  Chrome/51.0.1333.323 Mobile Safari/535.5"
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/55.0.1480.313 Safari/533"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_0; like Mac OS X) AppleWebKit/600.34 (KHTML, like Gecko)  Chrome/50.0.3568.339 Mobile Safari/536.4"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/6.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.1438.256 Safari/537.7 Edge/15.78888"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_6_5) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/52.0.3274.219 Safari/603"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/55.0.1810.298 Safari/534.5 Edge/16.15118"
linux,"Mozilla/5.0 (Linux; U; Linux i566 ; en-US) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/50.0.2976.298 Safari/603"
android,"Mozilla/5.0 (Linux; Android 4.4.4; SGH-I337M Build/KOT49H) AppleWebKit/603.25 (KHTML, like Gecko)  Chrome/48.0.1555.156 Mobile Safari/601.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_5; like Mac OS X) AppleWebKit/534.27 (KHTML, like Gecko)  Chrome/52.0.3807.307 Mobile Safari/601.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_9; like Mac OS X) AppleWebKit/602.9 (KHTML, like Gecko)  Chrome/55.0.3447.343 Mobile Safari/600.5"
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64; en-US) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/50.0.3650.212 Safari/600.3 Edge/14.49962"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 10.1; Win64; x64 Trident/4.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_5) Gecko/20130401 Firefox/55.3
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/53.0.3454.236 Safari/601"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/68.1
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3;; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_8; like Mac OS X) AppleWebKit/536.44 (KHTML, like Gecko)  Chrome/55.0.1799.388 Mobile Safari/533.3"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1; en-US) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/47.0.1281.251 Safari/536"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_6; like Mac OS X) AppleWebKit/600.45 (KHTML, like Gecko)  Chrome/53.0.3850.188 Mobile Safari/533.0"
chrome,"Mozilla/5.0 (Windows NT 10.4; WOW64) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/47.0.1375.149 Safari/603"
mobile,"Mozilla/5.0 (Linux; Android 4.4.1; Nokia 3110 Build/IMM76D) AppleWebKit/534.48 (KHTML, like Gecko)  Chrome/47.0.1270.206 Mobile Safari/601.7"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 9_4_1; like Mac OS X) AppleWebKit/603.26 (KHTML, like Gecko)  Chrome/54.0.1385.385 Mobile Safari/534.7"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; x64; en-US) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/50.0.3047.337 Safari/537.2 Edge/18.62636"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/66.5
